Kota,Tahun,DBH_PAJAK,DBH_SDA,DBH_Lainnya,DAU_Block_Grant,DAU_Earmark,DAK_Fisik,DAK_Nonfisik,PAD,ICT,KEMISKINAN (%),PENGANGGURAN (%),KETIMPANGAN,IPM
Kota Singkawang,2017,135.56,101.78,67.32,204.62,114.56,146.83,154.61,236.88,83.0,18.97,7.08,0.41,71.36
Kota Singkawang,2018,72.71,53.72,54.69,172.42,104.94,143.49,97.82,210.41,75.1,7.0,3.34,0.46,74.27
Kota Singkawang,2019,97.89,91.25,53.36,189.69,86.12,96.23,111.46,190.17,65.57,19.79,5.16,0.33,64.98
Kota Singkawang,2020,90.82,116.28,83.71,191.76,123.77,87.24,140.04,241.36,62.81,9.05,4.45,0.43,70.41
Kota Singkawang,2021,131.59,82.98,72.4,164.97,139.12,130.38,86.87,264.08,77.83,11.62,9.61,0.33,76.07
Kota Singkawang,2022,168.49,71.47,84.48,249.83,109.39,155.29,171.83,215.72,87.61,11.55,6.64,0.36,60.38
Kota Singkawang,2023,106.73,78.56,48.75,239.21,141.94,90.35,137.38,275.35,94.9,19.34,3.02,0.35,83.19
Kota Singkawang,2024,194.02,142.73,61.54,283.48,138.88,133.2,204.14,255.99,69.33,12.03,9.57,0.34,84.45
Kab. Kotawaringin Barat,2014,81.64,56.94,49.69,161.13,89.35,137.61,80.47,241.87,85.46,5.01,7.17,0.48,67.2
Kab. Kotawaringin Barat,2015,118.83,87.24,60.72,166.86,90.09,140.72,138.37,209.69,62.03,17.69,6.17,0.38,63.92
Kab. Kotawaringin Barat,2016,117.05,39.78,54.97,211.75,127.91,124.49,145.38,155.01,63.13,13.36,8.51,0.41,68.1
Kab. Kotawaringin Barat,2017,142.83,73.46,71.06,195.67,126.68,136.53,125.55,211.58,90.53,12.7,8.62,0.37,69.7
Kab. Kotawaringin Barat,2018,147.34,45.48,63.42,185.71,108.17,129.25,82.12,245.29,91.29,16.58,8.8,0.33,82.44
Kab. Kotawaringin Barat,2019,170.28,89.15,69.76,264.12,171.91,131.03,115.31,252.12,77.02,10.82,5.01,0.35,81.53
Kab. Kotawaringin Barat,2020,134.04,53.76,53.71,164.71,101.47,141.29,150.61,195.2,67.63,11.95,6.29,0.47,79.07
Kab. Kotawaringin Barat,2021,158.01,127.43,47.74,227.25,180.38,164.59,145.91,289.33,86.74,10.22,6.64,0.43,70.46
Kab. Kotawaringin Barat,2022,195.15,68.65,76.1,252.49,176.93,131.05,171.98,393.72,82.78,11.27,9.38,0.5,62.65
Kab. Kotawaringin Barat,2023,177.7,132.87,50.01,183.59,105.79,181.86,107.51,273.8,86.81,17.73,3.14,0.42,66.93
Kab. Kotawaringin Barat,2024,153.79,142.2,100.31,266.19,124.0,168.86,154.48,433.52,65.63,17.01,6.2,0.42,75.11
Kab. Kotawaringin Timur,2014,144.24,86.51,86.86,276.97,162.86,123.39,194.35,274.51,69.88,7.95,5.89,0.35,74.6
Kab. Kotawaringin Timur,2015,170.78,122.25,70.93,254.1,221.64,168.99,166.44,244.13,95.2,12.47,6.88,0.41,77.68
Kab. Kotawaringin Timur,2016,150.29,157.31,116.85,256.35,179.75,145.72,127.23,318.17,99.84,7.16,7.97,0.41,63.6
Kab. Kotawaringin Timur,2017,217.09,81.18,96.42,280.57,190.35,157.96,130.5,293.65,69.31,7.82,6.0,0.43,66.6
Kab. Kotawaringin Timur,2018,186.01,135.41,120.19,317.11,180.16,192.68,236.09,447.81,88.34,9.84,4.66,0.35,72.61
Kab. Kotawaringin Timur,2019,224.94,84.96,128.96,419.88,192.96,249.02,213.47,565.37,85.37,17.68,6.68,0.44,82.08
Kab. Kotawaringin Timur,2020,192.83,184.09,89.58,350.73,273.96,253.21,206.13,356.74,73.92,10.34,4.99,0.34,78.58
Kab. Kotawaringin Timur,2021,204.88,124.81,139.63,336.88,152.16,153.55,224.12,450.67,100.0,11.28,6.02,0.31,72.91
Kab. Kotawaringin Timur,2022,182.29,95.76,89.09,333.18,255.26,189.74,198.45,372.21,72.85,19.37,8.98,0.35,68.19
Kab. Kotawaringin Timur,2023,218.2,76.0,122.23,369.04,277.69,170.3,263.87,524.18,64.85,6.91,5.79,0.33,66.37
Kab. Kotawaringin Timur,2024,238.98,139.96,149.55,326.54,303.09,188.98,272.25,411.24,75.08,7.15,9.01,0.36,76.47
Kota Palangkaraya,2014,78.77,64.89,28.64,140.5,99.83,55.7,60.06,180.79,94.73,11.56,5.82,0.33,72.67
Kota Palangkaraya,2015,79.9,68.38,34.04,134.24,107.79,91.27,99.64,153.12,90.16,16.52,3.28,0.32,65.08
Kota Palangkaraya,2016,105.77,48.49,47.41,155.25,90.89,77.78,90.37,153.83,74.68,6.26,9.95,0.33,61.81
Kota Palangkaraya,2017,83.51,73.78,42.62,153.4,80.96,86.15,90.49,220.71,100.0,12.67,9.6,0.31,72.58
Kota Palangkaraya,2018,123.38,35.29,50.55,183.36,79.8,120.56,65.48,222.63,96.87,19.0,7.6,0.39,61.12
Kota Palangkaraya,2019,106.54,38.33,61.22,179.83,81.47,87.98,77.13,228.14,80.72,14.33,6.54,0.46,81.53
Kota Palangkaraya,2020,71.55,84.44,50.09,181.25,116.5,95.39,135.44,160.22,83.81,15.07,3.03,0.48,62.81
Kota Palangkaraya,2021,82.82,54.27,37.72,160.61,89.65,64.25,81.99,224.96,99.2,15.35,8.07,0.44,67.77
Kota Palangkaraya,2022,80.93,84.7,62.98,158.61,64.22,72.51,84.09,200.8,75.52,6.13,9.6,0.37,82.81
Kota Palangkaraya,2023,148.04,93.33,68.59,222.46,137.35,131.03,167.52,292.17,99.43,16.65,9.11,0.34,62.1
Kota Palangkaraya,2024,118.77,104.27,56.63,201.67,119.79,81.44,126.71,286.81,90.71,7.36,7.16,0.42,64.1
Kab. Kotabaru,2014,48.69,25.42,20.46,93.2,56.23,57.42,38.01,132.31,89.32,10.84,5.19,0.39,69.75
Kab. Kotabaru,2015,72.25,30.09,34.9,104.16,72.3,46.65,59.05,95.46,89.38,17.36,3.04,0.41,68.48
Kab. Kotabaru,2016,61.99,50.94,30.32,107.53,47.66,57.27,54.67,76.26,67.87,13.35,7.63,0.42,78.41
Kab. Kotabaru,2017,43.34,25.04,32.43,92.43,43.86,58.08,63.15,107.97,99.78,15.81,7.51,0.37,78.87
Kab. Kotabaru,2018,70.69,45.48,21.83,116.42,59.41,83.87,78.49,137.09,96.16,8.78,4.43,0.37,71.91
Kab. Kotabaru,2019,62.92,27.64,41.07,87.55,80.24,79.48,63.36,143.29,73.5,11.54,7.41,0.37,67.53
Kab. Kotabaru,2020,69.52,50.09,29.85,109.84,50.3,48.83,58.17,99.7,80.87,6.56,8.69,0.31,76.47
Kab. Kotabaru,2021,82.03,43.17,28.61,110.35,60.57,68.56,48.85,175.05,78.26,11.38,5.44,0.44,69.1
Kab. Kotabaru,2022,79.26,66.47,30.18,155.12,94.6,66.04,62.42,143.48,70.02,19.64,4.8,0.39,60.75
Kab. Kotabaru,2023,76.56,70.8,36.95,137.35,75.38,50.71,64.07,153.53,100.0,19.26,9.01,0.35,65.5
Kab. Kotabaru,2024,88.71,62.42,40.95,110.41,69.42,67.57,57.84,138.89,90.22,5.46,3.92,0.48,78.79
Kota Banjarbaru,2014,64.27,58.21,41.85,129.64,80.82,56.51,62.77,137.91,90.94,9.96,8.28,0.37,63.46
Kota Banjarbaru,2015,96.97,35.55,39.48,119.16,52.45,72.87,83.37,148.22,99.27,18.08,5.02,0.32,83.41
Kota Banjarbaru,2016,80.27,65.79,33.72,138.31,57.82,65.75,58.29,184.46,69.93,8.34,8.02,0.49,73.19
Kota Banjarbaru,2017,79.32,44.84,40.06,141.31,107.82,105.2,101.1,205.12,68.33,12.02,7.6,0.48,69.82
Kota Banjarbaru,2018,87.07,67.71,52.57,181.45,76.54,107.38,93.53,156.02,76.27,16.65,6.87,0.43,68.07
Kota Banjarbaru,2019,94.42,52.83,34.98,172.9,88.24,101.23,82.38,158.22,78.98,11.11,5.86,0.41,73.59
Kota Banjarbaru,2020,69.16,60.7,35.62,129.57,117.78,97.81,101.13,170.85,88.43,18.63,7.47,0.45,69.21
Kota Banjarbaru,2021,131.8,98.02,42.43,164.42,93.08,92.01,134.33,149.41,68.79,6.14,4.92,0.34,65.8
Kota Banjarbaru,2022,113.15,36.61,51.73,174.31,80.64,121.34,123.21,249.15,66.6,15.93,3.0,0.49,80.36
Kota Banjarbaru,2023,79.49,112.21,70.82,222.04,85.56,136.08,153.38,262.73,90.92,13.56,9.62,0.39,74.98
Kota Banjarbaru,2024,134.73,40.16,52.32,187.3,124.91,110.35,133.06,270.74,100.0,5.96,5.82,0.3,68.24
Kota Banjarmasin,2014,95.05,32.3,28.13,133.28,78.87,65.19,97.77,198.42,83.41,11.04,9.23,0.38,78.42
Kota Banjarmasin,2015,60.59,77.07,39.24,147.59,73.79,54.99,59.4,161.51,68.5,15.35,5.34,0.44,77.47
Kota Banjarmasin,2016,86.39,81.9,43.1,141.83,69.42,75.69,60.33,189.1,71.26,8.73,5.13,0.45,68.18
Kota Banjarmasin,2017,66.41,72.42,32.09,139.39,85.6,95.86,92.78,205.72,83.53,5.67,5.08,0.36,63.65
Kota Banjarmasin,2018,77.49,60.46,49.22,140.88,101.73,79.05,76.34,182.37,62.67,5.36,3.56,0.38,83.57
Kota Banjarmasin,2019,73.74,91.23,58.69,176.93,123.35,95.15,82.77,204.92,81.89,13.23,6.77,0.41,83.72
Kota Banjarmasin,2020,139.5,96.79,72.27,156.07,94.09,111.19,137.33,223.88,75.67,16.22,3.97,0.35,78.29
Kota Banjarmasin,2021,84.11,47.61,42.01,168.57,85.14,96.8,68.46,224.7,63.69,10.55,7.54,0.45,65.24
Kota Banjarmasin,2022,131.83,75.76,48.22,240.0,143.16,98.54,109.12,295.23,100.0,15.44,8.36,0.39,77.91
Kota Banjarmasin,2023,86.59,80.97,70.63,165.17,104.43,119.66,110.19,263.55,67.14,16.43,3.41,0.5,78.81
Kota Banjarmasin,2024,146.05,119.97,49.2,207.66,165.97,106.29,95.37,316.32,92.77,17.53,4.14,0.47,77.17
Kota Balikpapan,2014,143.07,69.96,64.76,252.53,154.36,182.01,180.57,318.81,78.19,16.71,4.34,0.31,81.84
Kota Balikpapan,2015,128.75,123.45,72.78,297.06,134.05,104.5,134.33,325.96,80.15,10.64,6.74,0.48,82.81
Kota Balikpapan,2016,157.99,113.36,105.3,324.01,133.49,186.6,148.9,217.86,66.02,5.14,6.22,0.4,60.56
Kota Balikpapan,2017,154.39,126.46,77.61,258.57,167.9,147.03,183.13,286.08,74.19,12.63,4.1,0.43,78.85
Kota Balikpapan,2018,163.72,63.67,89.13,252.57,170.39,169.26,214.64,345.56,70.49,13.74,5.81,0.49,79.43
Kota Balikpapan,2019,220.41,111.43,109.28,337.38,142.09,203.31,154.25,310.14,100.0,9.45,8.08,0.35,60.02
Kota Balikpapan,2020,162.62,83.94,85.92,330.46,204.94,145.04,273.62,476.57,89.7,9.85,5.23,0.39,75.66
Kota Balikpapan,2021,143.99,164.64,76.07,288.27,226.64,201.43,162.5,407.84,96.87,5.3,8.15,0.4,80.33
Kota Balikpapan,2022,314.14,229.88,123.33,384.99,238.98,275.66,307.32,393.77,93.33,18.77,8.71,0.5,82.01
Kota Balikpapan,2023,148.4,82.15,86.63,350.79,242.11,254.85,217.88,269.88,100.0,7.79,3.7,0.37,72.53
Kota Balikpapan,2024,166.66,83.94,101.78,304.56,184.8,176.45,241.74,300.26,85.59,12.75,8.15,0.41,83.23
Kota Bontang,2014,103.54,105.49,61.27,205.49,146.91,145.75,102.34,323.06,94.76,14.36,4.32,0.39,78.01
Kota Bontang,2015,139.61,82.27,80.55,294.04,167.25,107.52,146.13,378.33,61.97,6.42,9.92,0.49,61.96
Kota Bontang,2016,149.37,147.35,77.71,267.46,179.08,194.44,113.28,349.15,88.79,7.8,5.42,0.37,71.73
Kota Bontang,2017,117.99,68.79,55.05,263.2,208.24,118.87,207.37,369.37,70.41,14.56,7.52,0.47,62.67
Kota Bontang,2018,193.89,124.17,104.7,236.76,193.16,175.26,157.57,306.26,78.12,14.31,9.24,0.4,80.62
Kota Bontang,2019,128.0,65.19,61.03,276.35,155.26,199.46,202.35,244.02,67.24,8.32,4.92,0.41,63.61
Kota Bontang,2020,215.99,144.92,65.6,267.42,150.64,199.02,167.81,250.65,100.0,16.08,5.78,0.35,69.39
Kota Bontang,2021,172.35,95.2,89.73,259.1,227.45,150.26,133.95,424.41,100.0,16.61,8.7,0.4,65.13
Kota Bontang,2022,244.75,107.46,137.04,303.02,285.5,267.87,243.05,558.35,100.0,15.83,4.33,0.39,61.79
Kota Bontang,2023,230.33,117.24,87.97,343.25,247.61,138.55,183.23,306.37,88.47,15.43,3.74,0.43,67.15
Kota Bontang,2024,243.0,65.07,90.22,253.7,186.18,188.37,165.86,284.16,99.57,10.65,7.71,0.46,73.27
Kota Samarinda,2014,133.36,68.57,64.71,230.48,157.4,161.88,201.48,247.71,73.08,14.63,8.72,0.41,66.38
Kota Samarinda,2015,111.51,86.42,93.6,219.69,130.83,183.07,191.27,312.3,92.97,15.47,5.72,0.33,69.95
Kota Samarinda,2016,223.92,65.38,86.64,267.7,173.38,117.7,150.93,418.38,92.84,13.31,6.15,0.36,67.45
Kota Samarinda,2017,214.67,171.59,84.13,279.91,215.96,166.88,181.51,287.92,93.53,16.15,6.72,0.46,79.52
Kota Samarinda,2018,201.12,152.4,78.9,254.69,117.53,170.08,158.54,364.55,82.59,7.82,9.02,0.35,65.66
Kota Samarinda,2019,193.19,92.17,81.97,279.66,221.5,228.15,188.48,441.87,75.08,16.04,3.97,0.49,80.53
Kota Samarinda,2020,146.67,77.36,70.38,339.81,181.72,220.46,215.93,396.82,79.55,15.3,3.13,0.36,75.95
Kota Samarinda,2021,122.41,160.2,99.78,268.45,200.03,212.41,154.86,245.55,78.83,18.99,5.42,0.32,72.3
Kota Samarinda,2022,193.48,121.87,98.41,473.82,189.65,249.53,304.92,363.29,72.89,19.56,9.63,0.48,65.36
Kota Samarinda,2023,277.71,234.36,93.08,436.23,211.14,185.41,224.16,565.81,71.29,11.97,6.76,0.5,69.98
Kota Samarinda,2024,221.94,145.13,137.82,477.59,250.73,287.48,177.06,393.78,90.15,12.53,3.14,0.35,72.94
Kota Bitung,2014,46.33,32.84,29.46,80.94,43.29,59.07,54.61,73.44,84.78,6.96,7.73,0.41,79.74
Kota Bitung,2015,52.93,48.41,24.97,68.82,59.54,40.77,57.88,127.47,75.91,15.45,7.17,0.39,69.11
Kota Bitung,2016,54.19,41.44,27.8,72.81,49.48,59.34,48.87,101.78,81.74,16.57,7.63,0.38,82.39
Kota Bitung,2017,66.51,20.63,16.91,96.32,41.49,57.65,60.36,123.92,62.24,19.87,5.06,0.44,62.88
Kota Bitung,2018,66.59,31.26,28.67,90.22,59.31,71.09,38.04,113.43,76.96,17.95,6.37,0.32,74.01
Kota Bitung,2019,42.39,49.52,27.93,107.67,66.29,62.14,36.89,104.82,85.81,7.96,9.38,0.33,67.15
Kota Bitung,2020,50.49,28.37,31.95,83.48,42.29,54.84,68.76,124.27,88.27,11.34,6.96,0.37,83.4
Kota Bitung,2021,59.55,49.51,32.1,77.73,46.12,61.11,38.59,128.96,96.94,15.78,8.11,0.32,77.94
Kota Bitung,2022,83.27,24.63,23.26,107.92,52.25,70.87,87.2,126.57,99.91,17.67,3.0,0.33,60.76
Kota Bitung,2023,79.24,24.79,33.36,101.81,80.5,46.62,50.33,85.51,69.67,11.51,4.94,0.47,75.12
Kota Bitung,2024,73.52,28.4,34.67,143.95,88.08,90.87,87.5,105.87,93.29,8.41,3.02,0.36,62.72
Kota Manado,2014,91.69,61.1,47.41,100.46,49.51,81.26,63.06,122.62,69.74,9.96,4.89,0.4,71.0
Kota Manado,2015,85.97,45.59,32.15,111.33,69.35,89.52,90.28,171.34,63.17,8.51,7.12,0.41,72.11
Kota Manado,2016,80.7,57.64,46.4,114.12,94.65,61.45,57.7,213.8,74.59,19.35,3.42,0.39,64.66
Kota Manado,2017,102.71,81.41,45.86,132.1,89.98,73.63,107.18,209.93,80.5,13.37,5.27,0.36,60.84
Kota Manado,2018,90.51,51.49,45.9,175.89,70.18,115.92,118.41,242.95,72.93,10.96,4.52,0.37,68.32
Kota Manado,2019,90.63,55.07,52.6,114.59,92.69,99.41,99.21,212.7,94.74,15.94,9.49,0.37,72.58
Kota Manado,2020,55.41,40.73,30.29,124.38,64.77,56.6,105.07,110.96,75.85,16.04,4.07,0.48,82.32
Kota Manado,2021,115.71,34.97,68.67,199.12,131.13,114.81,93.05,262.05,91.19,9.37,6.94,0.32,83.05
Kota Manado,2022,73.55,63.53,52.96,157.27,73.98,60.1,105.5,238.39,78.73,17.15,6.22,0.48,70.25
Kota Manado,2023,105.73,67.83,63.53,180.87,94.25,90.06,74.28,226.65,72.72,8.45,4.04,0.43,77.03
Kota Manado,2024,121.44,112.59,78.2,226.74,132.1,105.3,160.16,205.82,72.41,8.04,6.1,0.31,84.46
Kota Tomohon,2014,88.65,53.38,27.63,139.86,91.88,75.85,94.08,131.38,88.36,8.32,4.13,0.37,81.18
Kota Tomohon,2015,79.19,62.37,49.27,128.35,66.9,112.94,92.63,226.94,83.05,10.07,7.92,0.34,66.53
Kota Tomohon,2016,77.81,39.37,37.23,120.04,100.51,87.99,64.52,138.18,99.5,6.54,7.29,0.32,78.86
Kota Tomohon,2017,71.15,79.19,48.93,118.05,103.71,85.02,105.17,182.32,93.83,15.23,9.95,0.35,75.6
Kota Tomohon,2018,66.25,32.79,35.67,168.84,99.88,99.01,65.77,187.29,64.06,18.87,5.78,0.42,79.5
Kota Tomohon,2019,108.6,97.07,49.73,206.49,88.65,91.51,75.28,256.7,100.0,11.26,4.6,0.35,82.53
Kota Tomohon,2020,118.12,84.86,56.05,181.85,145.64,85.59,107.85,204.47,97.15,12.47,6.2,0.4,63.5
Kota Tomohon,2021,90.16,49.66,38.64,200.49,103.59,118.05,125.37,243.74,71.41,12.06,5.72,0.38,76.0
Kota Tomohon,2022,138.35,102.85,43.79,159.83,121.98,97.36,76.21,282.61,88.01,8.4,9.5,0.44,79.07
Kota Tomohon,2023,85.16,70.47,40.44,159.07,91.18,80.01,83.16,246.81,100.0,7.51,3.2,0.43,84.4
Kota Tomohon,2024,83.77,80.16,71.38,208.48,121.5,98.48,115.46,163.43,77.56,15.18,8.08,0.49,66.51
Kota Kotamobagu,2014,17.7,13.38,6.19,23.45,15.68,13.8,19.29,30.56,91.22,16.99,7.06,0.45,68.32
Kota Kotamobagu,2015,14.14,11.61,6.73,27.46,14.62,14.05,21.82,25.74,93.36,16.81,9.89,0.3,77.48
Kota Kotamobagu,2016,11.55,10.02,10.74,22.33,17.62,16.66,20.79,24.06,87.22,15.22,7.76,0.43,83.56
Kota Kotamobagu,2017,13.05,12.17,8.76,28.94,18.18,17.34,17.94,49.59,86.37,6.33,9.46,0.4,75.59
Kota Kotamobagu,2018,18.05,12.34,9.35,31.5,25.54,24.26,14.71,29.4,84.67,11.42,3.69,0.42,63.59
Kota Kotamobagu,2019,13.13,10.64,10.93,32.37,25.78,24.42,17.71,27.25,93.06,17.68,9.38,0.46,63.2
Kota Kotamobagu,2020,19.3,18.78,14.63,34.29,29.27,20.09,30.32,39.31,70.21,19.3,3.37,0.44,73.3
Kota Kotamobagu,2021,17.01,16.76,8.28,35.49,17.42,27.19,14.3,33.36,65.04,8.63,5.9,0.35,72.28
Kota Kotamobagu,2022,28.03,17.68,8.91,44.1,19.09,29.24,20.46,46.4,88.51,10.26,9.01,0.33,74.14
Kota Kotamobagu,2023,22.22,18.31,9.35,32.42,25.12,19.82,19.38,41.13,73.19,15.34,3.75,0.46,70.89
Kota Kotamobagu,2024,23.03,11.31,7.09,33.96,24.24,24.34,25.24,48.16,88.76,5.03,5.66,0.46,69.16
Kota Palu,2014,73.8,75.93,40.63,133.25,107.99,80.74,63.71,163.6,99.51,17.21,8.44,0.46,77.7
Kota Palu,2015,104.22,77.99,33.42,119.24,110.57,104.57,105.96,211.15,88.25,13.13,7.52,0.41,61.28
Kota Palu,2016,91.92,70.08,45.88,152.15,71.55,78.08,70.76,146.02,78.39,19.59,4.07,0.35,74.76
Kota Palu,2017,72.98,81.82,56.45,141.5,81.5,122.56,115.46,214.75,90.08,6.23,5.93,0.41,64.69
Kota Palu,2018,102.79,53.12,57.17,182.36,84.98,118.05,70.85,235.97,66.19,7.29,3.58,0.43,71.8
Kota Palu,2019,101.14,58.4,55.67,182.21,99.75,125.66,130.55,274.96,91.71,19.59,4.87,0.44,69.86
Kota Palu,2020,108.82,110.13,63.73,217.68,135.29,140.3,133.77,215.16,72.45,8.78,5.59,0.3,73.1
Kota Palu,2021,111.49,107.75,69.86,158.02,100.06,104.09,99.45,262.93,68.58,12.86,7.0,0.47,80.15
Kota Palu,2022,113.36,61.87,42.82,135.59,98.37,89.65,82.78,224.18,70.83,16.54,4.71,0.31,81.22
Kota Palu,2023,124.14,72.26,42.35,143.96,64.66,79.17,72.91,206.63,72.78,7.5,6.7,0.42,67.45
Kota Palu,2024,68.47,34.75,57.4,153.02,118.58,94.51,95.91,199.74,67.89,15.7,4.91,0.32,73.9
Kota Palopo,2014,70.95,42.83,34.9,109.6,74.95,73.49,66.09,144.65,62.7,18.1,6.03,0.38,79.11
Kota Palopo,2015,48.67,63.27,23.42,124.9,79.93,88.76,47.91,145.14,69.87,11.42,5.31,0.32,74.07
Kota Palopo,2016,52.22,52.6,41.08,130.83,90.08,66.64,92.34,176.39,96.38,9.45,4.11,0.39,70.05
Kota Palopo,2017,79.37,62.66,37.84,105.51,93.15,65.66,98.82,112.07,82.5,19.37,3.64,0.35,61.16
Kota Palopo,2018,99.57,50.27,51.89,139.4,87.72,99.31,69.79,145.76,75.73,18.59,9.31,0.5,82.55
Kota Palopo,2019,89.42,44.61,48.81,121.22,76.19,75.01,64.81,105.42,100.0,18.43,8.62,0.33,79.42
Kota Palopo,2020,81.67,43.7,53.89,156.49,89.7,93.28,63.23,170.84,86.14,7.91,4.46,0.43,82.78
Kota Palopo,2021,68.14,64.81,52.78,155.05,105.43,86.69,98.83,128.63,80.26,10.22,5.73,0.4,83.23
Kota Palopo,2022,77.2,45.78,46.19,155.89,109.89,129.48,133.53,225.06,88.69,17.57,6.68,0.34,73.12
Kota Palopo,2023,111.07,45.89,43.61,150.7,124.91,92.05,111.88,223.21,72.54,8.98,7.0,0.48,71.88
Kota Palopo,2024,92.45,43.71,71.99,216.78,151.68,127.84,147.43,278.15,73.25,17.67,6.98,0.38,83.36
Kota Pare-pare,2014,68.38,50.35,34.77,96.84,88.99,68.3,75.13,107.73,63.87,5.05,4.72,0.44,62.48
Kota Pare-pare,2015,61.73,35.8,30.02,102.33,90.02,95.27,82.01,120.74,90.66,9.28,6.33,0.49,66.18
Kota Pare-pare,2016,76.76,42.55,38.82,110.45,95.92,66.3,92.01,113.94,87.95,19.33,4.35,0.48,80.24
Kota Pare-pare,2017,86.25,71.63,40.0,127.48,84.22,68.03,115.67,127.95,98.11,13.84,7.39,0.41,76.55
Kota Pare-pare,2018,81.46,41.24,50.82,144.69,103.33,54.35,67.32,125.25,77.14,5.17,4.7,0.44,65.78
Kota Pare-pare,2019,111.82,70.71,41.3,140.53,86.23,69.72,96.79,161.61,100.0,17.79,8.3,0.42,69.11
Kota Pare-pare,2020,100.41,55.76,34.62,124.1,65.88,100.47,69.48,172.61,85.83,11.77,7.06,0.48,81.69
Kota Pare-pare,2021,63.83,58.24,50.48,160.79,103.81,72.55,103.51,148.69,84.86,16.26,5.37,0.44,61.2
Kota Pare-pare,2022,109.31,46.6,57.55,168.65,101.77,86.77,95.04,204.8,68.79,12.09,7.89,0.39,65.06
Kota Pare-pare,2023,61.61,49.07,53.57,171.17,73.66,120.01,92.03,234.86,71.37,15.6,8.06,0.32,65.5
Kota Pare-pare,2024,97.81,48.13,50.91,133.3,103.69,64.44,66.87,152.84,97.53,11.13,5.44,0.45,62.42
Kota Makassar,2014,100.33,135.65,93.41,196.43,121.44,129.07,167.07,300.19,61.45,14.67,8.3,0.32,80.83
Kota Makassar,2015,157.59,138.85,84.94,219.97,142.85,149.27,105.43,390.58,70.94,6.93,7.88,0.4,60.64
Kota Makassar,2016,200.46,110.87,66.51,229.66,147.58,135.9,163.1,425.72,65.03,13.62,9.23,0.43,71.88
Kota Makassar,2017,167.97,156.24,73.72,243.02,211.8,181.22,215.66,442.44,83.3,5.8,6.51,0.37,75.65
Kota Makassar,2018,153.01,126.27,102.08,255.03,216.75,191.91,232.94,320.11,77.75,6.62,6.55,0.32,84.24
Kota Makassar,2019,183.32,107.17,71.54,215.97,169.59,165.73,133.91,399.41,86.57,9.56,6.15,0.41,62.51
Kota Makassar,2020,188.17,79.51,94.96,355.96,207.21,231.97,144.49,351.69,99.76,17.29,3.56,0.47,62.3
Kota Makassar,2021,190.75,155.91,80.8,289.63,170.45,158.1,183.97,424.56,100.0,13.83,8.53,0.43,75.22
Kota Makassar,2022,188.18,116.77,117.61,284.74,128.42,210.85,153.54,482.68,74.41,17.89,3.54,0.32,72.38
Kota Makassar,2023,180.93,172.69,113.17,329.93,145.52,248.38,172.39,520.69,70.87,11.3,7.04,0.47,81.59
Kota Makassar,2024,161.78,170.64,95.89,293.35,254.86,160.33,137.28,273.07,82.49,14.33,7.63,0.36,68.0
Kota Kendari,2014,46.11,62.28,26.64,130.73,51.05,77.2,53.32,94.21,94.72,18.12,9.01,0.38,77.56
Kota Kendari,2015,85.07,37.42,34.97,114.1,62.16,86.83,53.52,105.54,91.98,13.65,7.6,0.34,69.77
Kota Kendari,2016,62.67,58.74,43.74,123.07,97.41,87.31,73.29,157.79,64.12,15.39,7.15,0.48,68.92
Kota Kendari,2017,58.93,26.11,25.32,139.33,81.48,80.61,78.39,179.55,68.79,12.2,9.09,0.37,83.17
Kota Kendari,2018,68.36,57.86,41.68,116.25,86.52,71.49,57.22,211.91,76.99,14.62,9.14,0.44,68.92
Kota Kendari,2019,91.56,79.79,34.25,157.09,105.13,91.27,105.53,152.76,89.11,19.3,7.92,0.31,82.67
Kota Kendari,2020,82.38,60.16,32.42,139.29,103.29,57.28,71.81,113.1,69.6,11.24,8.1,0.46,83.63
Kota Kendari,2021,76.3,86.61,53.99,156.57,103.13,117.03,104.15,166.45,100.0,15.7,3.28,0.38,70.16
Kota Kendari,2022,55.29,34.23,44.71,151.44,107.45,72.76,86.43,209.38,89.52,7.51,8.02,0.45,62.22
Kota Kendari,2023,129.99,38.24,39.11,146.91,95.69,108.2,109.86,181.76,71.51,18.67,5.58,0.31,67.51
Kota Kendari,2024,93.2,51.22,37.44,186.58,132.11,87.99,91.44,214.17,78.82,15.78,5.74,0.48,74.0
Kota Bau-bau,2014,37.12,24.61,9.88,44.33,27.95,24.99,32.32,69.43,74.7,15.97,9.93,0.35,81.87
Kota Bau-bau,2015,27.6,25.01,11.19,56.52,31.05,26.18,33.55,66.53,61.31,8.14,3.21,0.39,74.24
Kota Bau-bau,2016,41.97,22.39,19.09,53.1,38.01,26.23,29.84,71.15,99.58,5.27,8.06,0.47,69.98
Kota Bau-bau,2017,40.14,27.66,13.96,50.39,36.4,33.89,25.2,56.8,100.0,18.5,7.82,0.5,79.18
Kota Bau-bau,2018,30.19,31.57,12.66,66.3,36.48,33.43,46.24,92.07,74.49,5.33,7.27,0.37,70.39
Kota Bau-bau,2019,33.6,37.02,15.13,68.31,42.89,32.12,33.98,94.14,78.9,16.43,5.3,0.41,61.54
Kota Bau-bau,2020,33.75,13.31,20.94,61.75,44.15,38.47,44.08,70.63,87.61,14.0,9.84,0.43,60.77
Kota Bau-bau,2021,52.3,35.56,21.74,73.32,54.63,29.94,45.76,70.45,88.91,14.6,7.25,0.33,65.17
