Kota,Tahun,DBH_PAJAK,DBH_SDA,DBH_Lainnya,DAU_Grant,DAU_Earmark,DAK_Fisik,DAK_Nonfisik,PAD,ICT,bm_pendidikan,bm_kesehatan,bm_perumahan,bm_lingkungan,bm_ekonomi,bm_infrastruktur,bm_pariwisata,bm_perlindungan_sosial,KEMISKINAN,PENGANGGURAN,KETIMPANGAN,IPM,PE
Kota Sukabumi,2014,59.9,38.85,25.86,109.59,93.57,92.53,63.52,149.49,94.8,52.71,131.76,241.53,281.78,271.6,258.1,129.12,213.44,18.64,3.04,0.46,83.71,7.58
Kota Sukabumi,2015,56.67,71.28,37.51,98.28,61.37,70.75,82.61,169.14,84.09,276.35,216.9,261.48,292.48,61.8,297.91,243.5,146.76,19.93,5.01,0.41,73.33,3.82
Kota Sukabumi,2016,60.56,76.54,48.0,129.42,83.05,63.57,79.97,175.61,62.99,72.82,251.96,203.4,192.82,290.35,90.9,63.02,211.81,12.73,9.93,0.42,69.27,7.18
Kota Sukabumi,2017,66.78,50.46,38.42,138.74,101.65,84.67,102.35,179.88,92.72,129.83,240.57,72.15,85.75,219.79,222.94,53.21,61.19,10.13,8.67,0.35,65.61,6.69
Kota Sukabumi,2018,72.06,29.09,47.1,143.51,82.61,112.41,89.79,212.99,75.1,287.52,249.45,171.91,143.64,207.84,218.57,248.89,63.51,7.09,6.98,0.47,74.58,7.58
Kota Sukabumi,2019,85.88,37.08,45.63,149.87,116.86,77.86,123.1,245.12,85.26,287.65,158.9,69.41,249.43,117.64,294.99,169.29,164.31,8.71,5.44,0.48,84.17,3.47
Kota Sukabumi,2020,80.43,62.48,51.38,138.43,105.73,64.03,63.89,168.82,76.3,193.36,254.46,151.89,141.85,112.2,296.4,82.72,187.41,10.3,5.21,0.4,68.02,5.46
Kota Sukabumi,2021,76.06,85.67,40.98,142.0,91.58,115.2,72.12,195.32,92.8,207.96,80.05,151.78,71.75,285.51,221.67,108.89,271.95,15.74,7.25,0.32,76.92,3.65
Kota Sukabumi,2022,90.44,70.23,34.31,161.01,58.38,104.47,82.74,137.98,72.76,162.11,186.12,66.5,189.2,124.57,110.9,283.13,76.17,7.01,9.67,0.31,64.98,6.94
Kota Sukabumi,2023,105.45,68.0,36.63,149.03,80.62,78.98,91.84,221.81,68.39,123.3,51.44,137.21,261.28,243.88,249.64,264.88,255.66,8.26,5.57,0.38,84.41,2.03
Kota Sukabumi,2024,151.85,62.56,45.05,195.44,106.86,127.03,149.96,313.51,84.45,132.17,131.15,77.75,248.98,148.28,76.76,227.45,102.51,17.67,5.52,0.44,67.82,5.39
Kota Tasikmalaya,2014,32.75,29.49,21.56,87.36,57.29,42.3,58.76,83.94,96.59,218.13,141.62,252.06,93.78,84.81,245.17,170.56,148.52,11.69,8.09,0.44,84.68,4.04
Kota Tasikmalaya,2015,55.73,37.2,32.1,72.29,58.73,52.57,42.73,98.86,83.8,238.09,149.04,286.92,218.19,52.68,277.55,180.08,129.15,10.01,7.06,0.48,74.23,3.94
Kota Tasikmalaya,2016,54.97,19.95,22.31,90.19,47.42,42.77,54.44,95.75,61.72,247.89,223.87,68.08,105.13,186.06,145.71,293.81,150.04,8.87,6.25,0.33,83.19,5.87
Kota Tasikmalaya,2017,67.36,23.91,35.03,110.77,69.74,43.94,64.85,144.72,69.45,247.4,147.14,288.78,104.55,293.94,207.66,291.44,87.62,13.66,7.52,0.39,73.22,7.11
Kota Tasikmalaya,2018,57.85,20.52,25.33,80.93,54.55,40.01,59.71,126.72,67.74,72.8,162.17,180.64,268.52,142.28,157.54,103.82,175.89,7.45,3.73,0.33,81.93,5.66
Kota Tasikmalaya,2019,59.89,24.77,33.67,117.07,74.63,66.37,43.89,90.82,67.4,173.61,109.39,124.89,112.42,139.3,159.44,252.78,250.41,5.74,4.8,0.33,66.5,7.12
Kota Tasikmalaya,2020,79.32,45.33,37.46,110.65,45.42,70.87,52.06,133.83,83.43,64.39,143.31,69.22,115.81,136.02,127.59,99.31,160.38,10.11,9.98,0.35,66.98,3.59
Kota Tasikmalaya,2021,50.88,59.42,42.84,140.84,98.04,98.1,52.9,180.93,67.23,187.38,106.82,175.16,50.16,180.14,240.53,103.38,172.65,14.69,7.53,0.33,76.25,5.12
Kota Tasikmalaya,2022,101.18,49.7,27.52,125.02,96.66,90.05,77.23,111.68,74.31,160.38,68.3,248.63,267.67,160.17,284.04,219.02,262.19,11.4,6.28,0.49,76.03,4.7
Kota Tasikmalaya,2023,66.71,24.76,43.13,103.21,64.63,59.27,73.58,145.39,71.04,271.93,200.86,226.77,248.15,269.98,285.19,151.25,226.51,15.73,4.88,0.36,63.13,2.07
Kota Tasikmalaya,2024,53.74,56.73,48.31,149.4,74.89,75.42,55.66,172.69,66.29,137.73,217.05,62.56,206.83,176.38,93.7,282.89,172.61,17.32,4.71,0.38,80.97,5.34
Kota Cimahi,2014,100.92,45.07,35.86,189.47,118.49,114.55,68.26,240.0,82.59,79.27,204.87,68.23,237.57,176.94,268.69,72.25,114.42,11.57,5.4,0.41,62.28,5.97
Kota Cimahi,2015,109.73,47.61,41.2,151.46,73.29,110.1,127.61,141.11,91.49,85.75,165.87,150.72,88.01,84.59,234.36,177.88,271.23,5.74,7.01,0.46,68.17,5.55
Kota Cimahi,2016,112.41,54.52,36.15,192.61,114.48,111.31,122.65,235.94,81.9,240.38,144.95,123.82,164.58,295.68,113.21,279.63,194.26,8.09,5.47,0.33,63.25,6.42
Kota Cimahi,2017,142.95,112.5,62.62,167.98,85.04,139.43,121.42,248.93,77.64,204.55,265.83,108.1,137.8,112.49,66.82,276.03,105.29,16.72,7.92,0.47,61.41,5.43
Kota Cimahi,2018,151.71,64.44,67.23,189.69,160.49,84.71,129.49,191.23,67.45,75.28,179.77,120.25,73.44,68.34,117.0,89.13,117.28,15.68,4.23,0.35,72.36,2.4
Kota Cimahi,2019,108.39,57.63,78.68,223.7,171.02,102.57,147.24,220.58,98.31,71.03,169.8,250.87,171.53,215.79,278.05,141.66,250.78,7.35,7.78,0.42,78.87,2.7
Kota Cimahi,2020,116.05,72.57,79.51,183.71,103.77,108.56,125.4,200.74,77.11,225.24,56.41,282.31,280.18,198.84,208.29,204.78,61.04,18.73,4.86,0.48,62.59,5.58
Kota Cimahi,2021,175.72,61.62,90.69,226.02,179.29,154.51,119.93,218.99,88.88,68.19,135.31,151.28,60.01,153.79,230.26,89.85,298.02,9.56,3.65,0.33,62.62,3.65
Kota Cimahi,2022,159.29,56.9,50.14,234.5,106.2,97.37,103.51,341.31,63.36,255.47,145.05,276.53,122.87,155.55,114.29,292.01,82.59,17.32,5.48,0.43,73.43,2.48
Kota Cimahi,2023,169.27,113.55,63.68,205.12,146.43,190.23,157.89,368.67,94.0,226.56,149.71,130.37,101.89,246.27,229.85,278.69,249.02,19.87,4.15,0.44,76.86,4.58
Kota Cimahi,2024,231.06,138.09,72.36,325.67,128.82,207.22,222.29,321.84,64.42,70.34,195.04,169.11,109.54,98.93,57.03,91.74,148.69,14.46,6.01,0.39,67.76,5.33
Kota Banjar,2014,117.39,40.81,56.7,165.57,75.78,64.55,76.7,231.32,69.24,71.21,183.4,106.51,277.11,255.06,143.83,80.29,173.05,14.5,8.05,0.35,77.98,3.97
Kota Banjar,2015,84.99,69.63,35.41,174.45,76.32,102.11,86.84,197.26,61.05,296.66,201.98,210.12,167.02,212.19,206.69,71.35,270.16,6.61,3.12,0.48,66.74,6.32
Kota Banjar,2016,137.66,48.98,43.56,183.35,135.33,131.91,103.48,247.2,92.61,143.57,241.22,294.75,166.57,154.74,86.52,277.36,153.23,7.04,9.84,0.49,64.09,5.86
Kota Banjar,2017,74.12,51.99,61.17,160.24,73.33,90.43,133.49,219.6,87.14,142.66,253.25,200.87,240.14,164.51,255.75,98.41,184.37,11.24,4.17,0.5,80.52,4.0
Kota Banjar,2018,74.27,38.64,38.88,179.13,133.88,103.89,127.92,200.72,65.36,253.2,229.53,139.45,88.62,114.16,108.76,154.07,62.32,15.63,8.12,0.33,69.03,6.53
Kota Banjar,2019,83.62,67.28,59.93,234.0,115.16,141.83,111.84,280.59,92.46,286.81,288.88,211.95,171.82,238.03,213.07,162.21,50.59,13.93,9.21,0.38,75.11,5.89
Kota Banjar,2020,115.46,52.49,44.54,164.28,152.62,100.73,98.69,282.84,95.84,296.5,54.56,80.73,157.5,178.22,151.3,199.75,111.2,9.8,6.54,0.33,83.99,5.82
Kota Banjar,2021,168.83,82.14,79.82,194.21,91.37,92.4,143.72,263.68,88.98,238.34,98.94,272.16,199.23,130.21,199.01,67.93,220.15,12.77,3.05,0.38,77.95,5.32
Kota Banjar,2022,143.8,60.85,75.26,214.88,100.51,102.67,135.15,303.83,77.63,144.06,51.89,175.77,299.89,199.01,76.86,106.69,80.32,11.23,4.81,0.47,76.73,2.07
Kota Banjar,2023,127.97,60.57,69.96,202.87,171.64,127.31,127.8,269.35,62.78,70.88,211.87,162.34,242.36,298.93,54.23,282.87,78.44,18.75,8.61,0.39,77.97,6.18
Kota Banjar,2024,140.07,64.98,68.7,210.79,179.72,125.34,183.23,287.78,70.47,244.29,274.51,196.47,149.47,158.82,277.39,277.1,152.74,14.47,6.8,0.33,69.4,4.26
Kota Magelang,2014,49.14,43.41,20.73,73.52,47.77,65.44,58.1,96.39,67.26,189.6,110.87,206.2,256.89,280.17,117.41,245.32,211.96,12.76,3.59,0.5,76.66,7.66
Kota Magelang,2015,55.86,21.47,34.63,76.61,58.05,43.87,60.5,125.18,77.59,156.06,281.76,67.94,92.68,136.25,254.92,54.85,228.02,15.1,7.3,0.48,61.97,6.91
Kota Magelang,2016,45.78,54.57,25.48,100.21,61.78,44.45,45.44,93.98,93.51,276.59,65.07,220.65,57.62,63.68,299.84,131.75,94.61,11.17,4.64,0.3,81.98,5.53
Kota Magelang,2017,56.22,35.14,21.1,112.32,76.5,48.05,48.6,150.04,71.66,77.8,283.61,110.48,101.11,101.06,102.86,206.99,69.9,14.24,3.31,0.42,67.72,3.51
Kota Magelang,2018,70.24,52.03,27.79,116.97,55.82,70.32,58.89,150.62,85.06,173.16,137.91,228.49,135.1,154.67,116.29,118.8,285.1,18.62,3.61,0.49,80.64,3.22
Kota Magelang,2019,54.55,59.29,42.02,103.99,88.68,47.69,52.24,139.69,87.19,52.84,75.36,255.63,177.65,104.91,215.71,277.4,115.17,13.64,7.52,0.3,84.01,4.04
Kota Magelang,2020,44.11,19.83,30.23,113.15,64.28,70.33,39.1,119.0,84.85,167.17,171.47,250.99,203.78,50.06,291.36,208.47,263.34,11.89,6.49,0.31,77.11,4.86
Kota Magelang,2021,81.02,45.22,26.38,121.55,53.81,85.94,74.04,106.23,77.16,64.08,114.19,188.13,277.65,278.75,278.95,67.98,265.87,19.44,6.63,0.31,75.67,3.78
Kota Magelang,2022,78.51,57.36,43.07,108.9,63.33,76.33,49.29,134.67,92.82,79.7,121.22,180.04,177.46,260.97,175.72,277.25,243.13,13.19,3.63,0.38,81.33,5.09
Kota Magelang,2023,61.32,32.95,35.22,160.36,62.97,95.95,61.43,181.09,99.17,79.38,126.82,85.72,175.32,235.57,248.78,289.44,92.21,10.34,8.52,0.35,75.98,2.99
Kota Magelang,2024,78.08,62.59,25.67,130.61,72.61,51.35,65.04,105.78,100.0,212.3,250.76,243.84,62.56,91.95,83.94,69.43,255.45,15.51,8.31,0.32,72.65,7.87
Kota Pekalongan,2014,94.72,90.77,48.06,149.84,115.67,93.44,92.12,186.54,77.01,236.51,184.79,117.85,58.73,80.09,294.36,183.09,242.31,17.7,8.82,0.38,68.33,2.65
Kota Pekalongan,2015,103.31,48.5,58.92,163.32,87.63,72.7,81.37,256.07,71.27,195.84,127.83,174.17,187.79,66.9,291.09,125.84,199.18,9.58,4.18,0.39,67.68,7.59
Kota Pekalongan,2016,86.47,68.24,50.7,154.01,94.58,128.45,90.01,164.46,86.05,290.54,202.58,121.07,159.54,231.01,90.93,148.21,134.3,8.65,6.2,0.45,65.15,7.48
Kota Pekalongan,2017,75.9,68.3,66.0,173.84,116.23,89.57,129.48,156.43,67.68,143.72,229.04,83.46,259.8,282.2,124.86,94.91,115.63,17.79,4.39,0.47,68.81,5.15
Kota Pekalongan,2018,103.49,110.29,44.19,170.9,117.12,84.87,93.82,304.96,100.0,121.43,118.16,207.39,90.17,157.63,75.04,194.52,80.47,19.65,5.63,0.48,73.62,6.35
Kota Pekalongan,2019,125.82,85.65,73.51,167.41,123.58,77.75,82.31,148.4,68.68,267.15,153.39,63.58,56.24,79.79,117.93,289.49,177.44,19.99,8.62,0.46,72.74,4.62
Kota Pekalongan,2020,88.48,60.31,52.88,211.84,118.33,82.81,78.24,169.44,65.23,105.9,80.47,237.16,162.26,178.1,253.99,175.77,196.32,11.16,9.53,0.43,80.05,5.78
Kota Pekalongan,2021,113.84,50.87,78.42,232.69,97.66,126.43,124.35,271.73,68.53,290.81,95.29,129.4,109.37,137.21,144.58,70.73,139.83,19.19,7.06,0.41,61.26,4.04
Kota Pekalongan,2022,88.44,39.66,64.93,202.86,84.62,136.77,86.02,193.84,75.22,53.04,220.28,50.03,62.4,143.71,72.1,205.0,168.84,8.73,5.61,0.35,72.22,3.81
Kota Pekalongan,2023,174.06,48.71,50.04,179.87,142.45,92.4,160.91,264.95,92.34,292.47,95.36,177.78,231.15,205.33,135.56,135.06,140.88,12.91,6.93,0.33,64.94,5.47
Kota Pekalongan,2024,138.75,61.83,48.6,258.62,88.99,156.97,155.69,225.91,70.32,60.79,181.29,61.71,77.9,229.68,295.35,263.98,210.25,7.03,4.02,0.44,76.07,4.99
Kota Salatiga,2014,103.73,40.21,38.12,174.25,74.14,65.76,104.43,171.98,65.48,272.79,227.26,119.04,202.08,77.65,207.42,158.67,275.31,18.8,7.55,0.32,83.7,5.48
Kota Salatiga,2015,84.9,57.28,33.37,158.5,71.32,88.94,85.75,225.11,95.51,181.93,76.72,226.74,120.26,58.9,154.04,98.21,90.98,17.05,4.07,0.37,69.33,3.72
Kota Salatiga,2016,116.68,78.32,38.61,153.54,71.74,105.63,72.75,257.68,85.22,298.24,191.83,65.67,93.37,298.58,91.63,97.78,145.35,16.71,5.73,0.42,82.78,4.2
Kota Salatiga,2017,83.51,62.48,65.53,188.01,117.37,132.74,134.67,273.01,69.26,68.45,114.14,259.83,144.94,108.18,296.54,242.19,85.22,6.42,6.81,0.45,78.92,2.5
Kota Salatiga,2018,87.67,97.49,64.63,156.76,109.99,88.22,100.5,153.0,78.47,188.46,290.73,50.95,250.36,63.46,255.21,116.4,206.24,11.0,6.85,0.42,76.59,2.31
Kota Salatiga,2019,100.67,51.39,76.67,178.62,163.55,152.6,124.31,328.21,81.9,292.33,170.89,111.71,148.02,97.47,120.37,241.81,232.22,6.46,5.12,0.43,68.75,3.52
Kota Salatiga,2020,95.01,93.56,70.92,236.51,111.95,121.66,164.38,213.08,70.51,180.77,251.5,235.23,237.69,59.74,67.52,101.47,282.98,17.4,6.94,0.45,77.84,2.45
Kota Salatiga,2021,118.03,102.9,53.87,223.2,109.26,85.98,104.54,293.68,67.25,207.35,187.56,129.07,81.37,147.95,64.16,130.42,119.72,9.8,9.08,0.48,68.75,2.62
Kota Salatiga,2022,126.87,59.7,65.58,179.71,109.27,130.8,101.7,212.34,73.28,223.94,60.85,75.47,243.19,250.6,80.09,166.37,287.55,10.64,5.57,0.41,80.22,6.88
Kota Salatiga,2023,128.53,98.72,53.52,192.05,163.03,145.33,132.99,277.88,75.27,163.64,208.29,140.06,109.23,135.31,195.19,285.8,65.82,5.44,7.33,0.4,73.64,2.23
Kota Salatiga,2024,93.86,60.18,84.66,209.06,127.3,91.37,90.05,298.08,92.54,206.89,287.85,117.6,219.35,161.05,282.19,282.93,200.75,13.07,6.56,0.35,78.62,5.95
Kota Semarang,2014,126.69,68.19,54.1,229.42,143.19,158.24,122.96,186.14,82.66,196.08,200.4,260.68,191.45,218.9,174.19,101.72,64.28,9.1,9.86,0.42,77.74,3.64
Kota Semarang,2015,134.36,47.57,69.44,258.5,174.21,136.34,129.05,344.28,87.31,275.29,254.8,128.34,282.29,177.22,260.74,139.55,273.44,15.1,3.45,0.39,66.01,7.23
Kota Semarang,2016,138.4,102.9,64.51,205.8,142.99,174.03,158.23,254.53,89.96,61.36,271.05,247.23,146.83,265.36,161.47,87.35,182.45,19.03,9.39,0.34,60.99,4.91
Kota Semarang,2017,189.17,151.93,97.8,269.17,158.37,106.39,129.04,302.16,62.32,120.24,107.02,272.97,66.54,266.51,227.15,177.5,217.34,14.43,6.9,0.45,66.99,3.83
Kota Semarang,2018,114.72,96.33,92.26,283.96,209.87,134.72,157.95,280.34,84.73,287.6,103.01,158.45,54.79,52.48,232.97,165.15,257.89,11.61,9.0,0.44,82.06,5.11
Kota Semarang,2019,188.64,56.37,95.09,234.53,132.38,152.26,195.42,211.02,82.65,272.57,202.75,277.49,256.71,244.51,93.49,275.19,87.58,10.28,9.0,0.38,64.98,4.29
Kota Semarang,2020,152.97,156.26,97.26,276.57,219.52,161.77,116.83,278.71,77.35,163.91,152.76,144.33,181.18,165.18,140.3,282.5,59.65,11.54,4.1,0.49,79.17,5.39
Kota Semarang,2021,172.83,132.7,105.45,313.07,164.62,192.81,169.72,337.38,65.98,205.03,259.97,291.02,243.81,297.21,209.33,145.89,269.72,6.72,3.88,0.41,66.72,2.69
Kota Semarang,2022,174.84,54.04,80.95,257.68,199.8,150.62,107.94,314.94,93.11,119.35,275.01,72.32,108.61,170.81,67.67,172.93,128.73,17.62,9.98,0.39,68.01,7.98
Kota Semarang,2023,172.5,161.52,101.78,295.55,195.09,183.21,244.15,564.38,91.68,97.03,138.36,221.75,136.27,296.72,140.39,274.06,82.24,9.02,8.68,0.31,73.45,4.55
Kota Semarang,2024,208.39,136.45,89.32,304.27,177.51,212.15,184.67,414.75,76.77,165.92,109.22,173.45,57.53,238.64,183.7,251.68,167.12,12.76,3.82,0.41,63.17,4.09
Kota Surakarta,2014,87.13,27.39,32.08,133.78,104.74,74.3,76.49,184.16,91.98,138.34,245.13,146.91,290.37,112.15,299.06,50.91,199.58,14.06,5.09,0.38,65.44,6.26
Kota Surakarta,2015,65.45,50.47,29.69,128.61,103.06,69.53,62.52,170.7,71.44,195.91,118.7,208.18,216.97,184.6,168.63,130.01,57.74,5.15,3.59,0.46,79.29,4.18
Kota Surakarta,2016,114.51,73.06,32.49,171.83,113.95,111.08,93.14,152.25,74.95,69.43,255.65,225.96,283.3,298.03,254.01,155.44,118.72,17.68,8.09,0.5,63.89,7.0
Kota Surakarta,2017,71.62,76.39,35.07,122.15,118.12,60.57,108.47,161.39,97.54,293.6,155.93,51.09,116.37,264.38,158.02,107.43,58.2,17.62,6.88,0.48,83.15,4.73
Kota Surakarta,2018,62.5,43.61,48.5,167.85,84.84,93.39,69.07,209.78,99.88,296.55,216.89,91.74,202.87,74.34,249.1,99.89,155.08,19.51,4.88,0.4,62.15,6.32
Kota Surakarta,2019,102.31,43.87,49.09,158.9,103.6,107.95,68.66,239.77,70.03,224.54,73.88,228.26,219.62,226.59,198.85,59.45,273.78,15.7,5.56,0.31,78.87,2.64
Kota Surakarta,2020,97.49,64.74,46.53,202.57,90.78,106.61,133.4,245.28,98.75,184.02,205.96,216.6,129.39,136.39,271.65,210.84,295.66,10.8,5.94,0.41,60.15,7.08
Kota Surakarta,2021,118.5,36.4,53.75,183.93,80.04,86.33,98.82,237.05,96.43,127.38,162.94,291.51,262.03,51.75,152.74,115.63,209.26,19.13,8.18,0.32,76.73,6.41
Kota Surakarta,2022,107.17,40.02,43.39,203.34,105.95,94.85,100.85,270.25,93.37,253.45,196.65,240.26,286.79,150.87,201.08,63.09,90.41,16.23,4.91,0.32,66.3,3.27
Kota Surakarta,2023,142.45,93.08,71.89,213.1,162.76,137.2,100.58,203.38,74.43,221.18,92.0,287.69,271.21,108.69,207.5,107.74,276.46,13.05,9.56,0.36,81.74,2.87
Kota Surakarta,2024,111.13,47.77,49.06,243.0,106.84,122.12,133.74,307.34,76.77,90.65,234.22,225.64,234.77,254.72,154.35,250.48,179.06,6.7,5.84,0.4,73.52,3.9
Kota Tegal,2014,113.41,74.83,48.8,169.35,88.58,71.42,104.5,191.3,97.76,277.73,265.7,124.51,119.37,134.33,86.08,262.87,88.44,14.59,5.37,0.48,74.68,7.86
Kota Tegal,2015,93.24,80.8,57.69,160.43,121.85,81.52,90.72,244.2,88.98,255.63,104.18,76.34,120.4,256.88,73.39,170.77,280.43,18.44,7.8,0.47,62.22,3.54
Kota Tegal,2016,94.76,48.67,44.47,173.5,89.78,94.76,81.44,186.02,68.3,287.45,73.93,245.46,290.84,50.15,54.17,154.02,239.37,13.58,6.09,0.37,78.66,4.74
Kota Tegal,2017,134.55,63.72,66.8,164.82,86.57,103.06,138.45,190.91,97.28,231.43,55.91,211.04,52.57,126.95,268.38,294.46,232.93,5.95,3.92,0.47,75.84,2.18
Kota Tegal,2018,111.31,73.54,59.24,159.82,133.43,93.71,121.24,145.44,89.41,203.35,210.49,62.05,229.01,110.29,109.12,100.14,227.3,10.59,5.46,0.41,61.82,4.38
Kota Tegal,2019,102.15,98.73,75.63,214.89,146.02,139.39,113.7,303.45,100.0,154.56,201.77,140.01,226.56,108.39,102.88,103.84,100.08,9.42,7.0,0.45,69.47,5.43
Kota Tegal,2020,112.52,101.62,74.4,196.23,128.1,146.74,84.7,189.99,100.0,283.18,186.67,289.2,205.67,67.05,234.01,122.97,102.75,15.63,8.77,0.47,70.38,7.72
Kota Tegal,2021,106.21,53.98,47.69,204.79,79.45,135.01,105.46,235.81,99.43,266.52,107.99,175.1,297.53,96.78,130.0,93.19,222.07,6.34,5.36,0.32,84.04,5.1
Kota Tegal,2022,141.7,70.25,93.85,227.61,112.71,151.75,188.7,194.9,78.34,61.3,147.73,158.18,127.97,188.89,176.51,144.84,104.93,8.57,9.57,0.33,62.83,6.91
Kota Tegal,2023,173.79,91.21,93.09,250.08,100.26,186.02,131.42,240.34,66.5,56.59,198.62,164.42,134.99,122.84,90.63,277.71,159.67,13.37,5.13,0.32,60.04,5.28
Kota Tegal,2024,169.37,98.87,92.17,210.86,118.06,106.93,107.33,237.0,71.92,144.12,174.19,102.22,69.73,154.35,289.94,203.84,245.5,16.89,9.34,0.5,65.81,2.24
Kota Yogyakarta,2014,72.61,89.4,53.38,141.25,93.3,84.0,113.33,189.68,63.08,252.64,296.95,142.18,160.7,144.22,262.9,152.99,245.99,19.84,3.38,0.37,72.05,3.89
Kota Yogyakarta,2015,90.18,84.24,64.24,201.38,123.7,126.81,106.25,250.24,74.23,296.82,84.11,142.45,115.26,268.98,265.95,283.6,163.32,9.55,5.79,0.36,71.68,5.45
Kota Yogyakarta,2016,137.51,56.98,38.49,177.13,74.1,77.85,85.48,205.3,63.39,87.6,223.79,63.09,135.85,276.32,151.69,62.12,248.05,11.5,8.6,0.45,70.66,7.7
Kota Yogyakarta,2017,96.22,93.11,38.45,147.11,131.23,107.96,82.65,180.61,83.6,198.53,151.08,241.89,258.64,173.24,240.59,102.57,259.66,18.99,9.02,0.44,72.06,7.15
Kota Yogyakarta,2018,155.29,115.24,47.77,221.01,94.13,95.41,131.78,220.92,75.05,145.22,157.05,154.13,283.87,132.54,85.97,191.47,213.69,18.97,3.62,0.4,82.96,3.37
Kota Yogyakarta,2019,103.48,77.54,72.44,193.21,176.09,171.32,104.41,200.63,98.29,292.48,229.4,255.54,96.43,76.7,52.15,203.89,107.11,6.28,9.37,0.34,70.41,3.32
Kota Yogyakarta,2020,133.72,47.81,51.29,245.15,159.59,148.96,85.25,221.94,70.61,260.53,223.11,262.59,143.13,288.35,54.99,59.89,118.5,14.42,4.93,0.48,75.85,3.21
Kota Yogyakarta,2021,145.77,111.31,41.15,193.37,99.52,106.35,90.08,241.0,96.29,259.58,297.81,103.0,282.16,65.06,196.65,150.76,128.71,19.37,6.52,0.32,75.5,7.53
Kota Yogyakarta,2022,160.26,80.71,51.5,189.2,152.73,109.28,152.6,208.25,99.13,167.17,82.1,214.34,65.45,124.41,163.85,212.29,79.2,9.83,6.26,0.49,83.29,7.12
Kota Yogyakarta,2023,114.48,54.74,63.64,207.39,160.21,162.67,116.62,251.47,100.0,153.7,76.03,168.07,73.09,124.52,179.5,224.52,118.29,18.44,8.65,0.3,68.0,6.65
Kota Yogyakarta,2024,116.6,66.33,49.2,250.63,119.71,99.78,116.72,341.7,100.0,118.35,231.08,270.04,90.7,130.1,51.87,209.53,102.38,17.77,6.38,0.38,84.45,4.36
Kota Blitar,2014,49.12,25.58,26.22,110.68,61.42,53.69,73.55,79.73,90.69,64.09,194.6,103.94,198.8,91.07,155.67,130.14,163.83,8.15,6.96,0.42,60.99,5.03
Kota Blitar,2015,65.48,47.57,32.52,92.13,43.42,56.66,44.81,154.65,79.77,266.18,118.54,219.45,87.62,245.79,229.52,73.38,277.11,12.13,5.22,0.45,72.45,4.79
Kota Blitar,2016,74.21,56.0,34.26,83.84,64.15,72.22,46.55,100.65,96.53,253.23,69.85,201.94,292.02,80.62,160.67,156.78,76.12,18.24,3.14,0.45,71.84,3.52
Kota Blitar,2017,43.67,57.21,29.48,110.17,72.73,73.83,84.81,132.8,92.08,299.93,71.41,123.83,161.68,208.73,233.05,82.19,230.07,11.0,9.68,0.43,67.45,5.03
Kota Blitar,2018,77.79,36.4,35.05,104.31,50.62,67.62,44.78,119.34,79.42,299.16,273.55,84.15,175.38,80.96,108.25,286.91,221.82,13.2,6.05,0.45,80.7,2.18
Kota Blitar,2019,52.59,35.14,38.89,148.57,92.89,93.27,65.97,144.72,70.88,188.86,97.97,212.91,111.66,67.63,253.29,168.79,73.94,12.06,4.1,0.31,83.67,2.79
Kota Blitar,2020,56.89,26.77,44.24,118.36,76.48,87.7,61.74,148.79,76.42,242.25,130.84,234.65,167.74,277.36,197.11,129.31,280.64,5.58,4.31,0.47,79.17,7.32
Kota Blitar,2021,67.39,50.59,24.48,109.7,59.14,61.21,88.39,125.27,74.23,286.19,106.66,128.91,215.48,97.53,102.69,241.58,192.12,7.87,6.53,0.47,66.03,6.51
Kota Blitar,2022,61.77,56.82,35.31,128.28,89.24,81.64,73.04,136.01,63.37,262.41,138.75,211.21,237.79,255.31,109.18,174.49,140.93,5.6,9.89,0.38,63.81,4.54
Kota Blitar,2023,75.2,63.58,46.46,143.21,107.52,74.07,84.83,180.08,100.0,111.84,67.36,148.78,238.47,186.16,207.01,127.51,239.13,14.95,8.49,0.38,76.15,5.1
Kota Blitar,2024,94.82,43.33,42.43,99.12,59.13,72.96,92.15,149.86,81.45,162.64,179.76,228.3,194.47,69.46,257.48,252.99,114.34,18.95,6.39,0.4,62.99,4.22
Kota Kediri,2014,212.96,158.16,108.93,282.53,188.01,199.38,126.79,358.95,68.73,82.29,66.9,99.8,276.09,288.86,153.91,266.79,223.38,5.51,6.48,0.33,64.57,6.44
Kota Kediri,2015,167.31,131.19,62.75,292.44,138.14,183.85,191.26,363.66,91.71,288.51,250.09,272.55,254.35,111.74,114.58,218.25,59.93,16.07,5.35,0.45,70.82,6.71
Kota Kediri,2016,202.89,63.81,101.81,322.36,161.25,133.67,134.3,473.51,78.16,201.54,108.43,121.85,239.26,264.91,266.75,61.74,259.85,15.34,3.89,0.37,74.81,6.58
Kota Kediri,2017,141.62,99.96,128.21,272.63,163.02,265.83,218.93,342.4,99.23,107.16,185.0,141.95,63.9,92.2,217.32,191.58,162.04,6.0,3.2,0.35,82.04,6.34
Kota Kediri,2018,227.54,187.59,93.12,289.83,200.66,252.37,238.66,281.94,85.74,217.93,270.02,64.52,51.72,263.49,162.02,240.82,209.17,15.39,7.0,0.48,63.06,3.23
