Nama_Kota;Tahun;DBH_PAJAK;DBH_SDA;DA_Grant;DAK_Fisik;DAK_Nonfisik;DID_Reguler;bp_PU;bbj_PU;bm_PU;bl_PU;bl_KK;bbj_KK;bm_KK;bl_KK;bp_EK0;bbj_EKO;bm_EKO;bl_EKO;bp_PLH;bbj_PLH;bm_PLH;bl_PLH;bp_PFUM;bjj_PFUM;bm_PFUM;bl_PFUM;bp_KES;bjj_KES;bm_KES;bl_KES;bp_PAR;bjj_PAR;bm_PAR;bl_PAR;bp_PEND;bjj_PEND;bm_PEND;bl_PEND;bp_PSOS;bjj_PSOS;bm_PSOS;bl_PSOS
Kota Bau-bau;2014;13981619206;10935722744;465583877000;41601960000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bau-bau;2015;11320846750;11957583289;485032228000;144734990000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bau-bau;2016;11007102140;5121198596;518115287000;140103523000;61384150000;36498644000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bau-bau;2017;13781877003;2957682892;509013667000;107410812293;61312164000;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bau-bau;2018;9275651305;9280142678;509013667000;78359606089;67409106759;25250000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bau-bau;2019;7690875448;18942504052;546129745000;92835315169;69515107750;14722538000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bau-bau;2020;8407407198;18090548358;495773966000;64150253596;71739633000;44855721000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bau-bau;2021;12374837325;44930252210;486630411000;66083195006;70518582180;18158538000;83634123668;81854986906;22620796277;22471179975;12876945997;11254720668;2610031888;12876945997;23692466479;31151205624;46223545808;0;8421076960;16314155357;9713748660;0;2648266391;4557128634;15298639011;0;86395913444;68647922205;29650642628;300000000;2248682825;3964112191;7594221000;0;155229449662;26504343405;35934105366;5949907755;8422754963;4468536195;1357965960;190040000
Kota Bau-bau;2022;11392948229;90743803392;486630411000;41415844314;86614817861;9770256000;92173378373;90289758023;11774573589;10418032743;10515408864;9507336563;426662100;10515408864;;49616758736;160184767583;5480064923;3750086455;12803689498;30896523900;0;8496098549;5960009854;16616872647;0;106583815073;67214046017;36919651262;249999673;2248343456;3517276206;1836912712;0;152787537882;29767758088;16660754689;6181921100;4707574094;3746946350;73910000;913500000
Kota Bau-bau;2023;6021871000;63282032000;413037079000;127426879572;100687496063;0;91450203424;85620866667;12572936578;22090180502;11003924338;12452144439;610365150;11003924338;28687894365;37422974415;78722792595;3755770410;3817464926;20042298299;7851268461;0;8622288897;4601919897;9862060004;0;105236861899;77666376410;47156802162;299999934;2378124616;3530225269;6177094677;0;151487213267;20997441219;45640198063;33669440312;4701661753;3756483885;70889934;490165500
Kota Bau-bau;2024;5364493000;24526753000;434351961000;59942034754;95207043570;5770331000;95221118791;82743522532;4691307892;31761165121;11443211743;12537955866;1648080000;11443211743;29577240573;26894411513;65871773573;222255000;4071223878;19337092109;2760449000;0;9204184302;4992982060;18238202620;0;116342990505;75782895437;15430419700;0;2610959346;1326121470;4514250509;0;177653667257;47975614596;41564327750;6617174391;4908716733;3342929086;20205000;1378019165
Kota Denpasar;2014;70066079118;383182410;615961906000;7392834000;0;22763285000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Denpasar;2015;49776372050;703264033;625978507000;5226190000;0;24823057000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Denpasar;2016;81241689279;490137300;661794756000;44429827747;90278810000;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Denpasar;2017;89465712547;749540727;650169150000;30561353899;100605421120;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Denpasar;2018;85291845512;701234591;650169150000;31734600819;111559925750;27250000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Denpasar;2019;61589479096;689340471;683439949000;29693209042;105795668900;18878781000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Denpasar;2020;85954213988;788276289;619582547000;16426308968;109878785198;85367717000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Denpasar;2021;107736748275;1674500150;609734565000;47173565137;103200079000;65629720000;178121975610;111312550997;19340122421;195061309896;20795408050;8675972834;78930500;20795408050;73533472428;66149057235;2158009380;1586774000;22968995163;54370707702;584767160;112400000;41103840613;57643467941;16555328577;83380787658;170346188223;196107162250;33839015581;1600000000;6082622184;18610831189;2414093170;150000000;287213922166;77165920770;27069221355;111622750728;21810846113;15522109490;334974000;518946000
Kota Denpasar;2022;95804398330;2170118509;609734565000;28952184252;209372972534;59597507000;203555075182;143073211452;8570826380;175327598008;25835146623;17758832592;329167600;25835146623;;86458668976;66666554774;2048319679;21627185551;72848726045;4650948715;2894726868;27562388837;27174889727;18198301861;25420850680;158743550056;191968900752;25375243391;2012959900;6008439804;17946767245;380747800;0;296448666111;137021078347;74294984422;91680770692;12239429215;10787773599;314127699;584250000
Kota Denpasar;2023;104942077210;1342767000;536261941000;11251952213;217930414096;53953685000;198560364407;188051113436;19559449935;231981426515;25921967126;19419752228;1279102000;25921967126;63793265009;108534072939;134887671954;2548020713;23220947790;91201089785;22800347782;0;23883665687;28880467950;17711697489;55571918791;149759467123;194940275452;21208754286;3113277524;5911665438;16832493812;175950000;0;303631931272;149749748940;113050090691;81048503011;12058453605;13292444351;1191168257;114976000
Kota Denpasar;2024;91227758000;1145327000;595399447000;28031657114;253235819518;57126472000;240084593197;235376188873;31176180980;297141634995;34263810109;23168383309;16107557500;34263810109;76816764278;116384220879;219561183045;7579580491;27995551417;100742494564;52578055621;700000000;27876888807;33332880325;23513795453;72368385301;198959159469;208323583282;28126853325;3054128325;8049283872;21308849764;515889640;0;368011557949;185944374934;93251188710;85721801564;14662345536;13226089414;523400500;0
Kota Mataram;2014;55508789307;5950852306;564661391000;52222910000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mataram;2015;49137783450;2937237146;593930707000;111184040000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mataram;2016;64852697824;49458443292;609016722000;185535089870;76655630155;42601976000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mataram;2017;69702665201;38758857913;598318257000;145324964052;94455714785;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mataram;2018;59308234337;25313410373;598318257000;101759320900;96302097560;38000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mataram;2019;17009702291;13661398200;634297688000;91130362715;89783291500;32995203000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mataram;2020;83668392634;13165829641;579228725000;52462532738;98924971829;63730680000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mataram;2021;95666245006;21449420105;569742255000;86651605041;91126939000;30244134000;160211244946;115800791762;18486400699;26320688862;18604983094;11917537106;1704161300;18604983094;34440165368;66365557126;42306594285;3711920780;19147057475;11550476131;1356911400;0;5493922616;7845376357;28225505000;0;62205021580;301148896108;54157847981;378000000;2594089334;2541994349;11638595000;0;218760799296;26486372474;27563979244;79233664981;11609990527;8007056220;106620625;1424500000
Kota Mataram;2022;103788552552;56044192004;569742255000;37158655089;140032415345;54171364000;162121926059;153272694761;16333348854;41849049114;16770813642;10796263039;392883528;16770813642;;320727016797;72625803763;25293784299;9958289519;39195227569;12017611200;25000000;14639202519;14920474522;43266216225;0;71014943484;70730977399;10645779445;385000000;2601049619;3905433540;2295331000;399500000;223948362148;22191070871;16408224030;9260700000;6191219748;6682451558;20663750;4909980000
Kota Mataram;2023;119552997000;56478888000;550253941000;89596603839;155211039615;50129084000;158474576811;156007781970;17568303542;53052745185;15546497711;9939620164;1121133500;15546497711;51789965809;326728358315;68222342144;36395658249;9331360334;43161140131;18975677450;290000000;14335334422;9101661525;62181263963;0;79088737104;86299921446;77666107794;390000000;2441932042;5523823965;7602732950;205000000;244766605321;31423537087;28477346736;19655327000;6497804528;9497724426;164545783;1975500000
Kota Mataram;2024;93896033000;14639394000;600420786000;81611000989;160854869345;19674171000;180392435330;422892960777;61690359002;57476403191;15436431767;11436093709;284860500;15436431767;44219641722;98720454962;67028161307;424969000;9867996211;47519494881;8205036079;0;14701892943;12094324708;81326065600;0;86817513437;72244551463;93441371842;375000000;2918027454;5442442421;6589221280;0;277488609984;29535010483;33359194019;12516832000;6919674219;10627836457;114357000;993500000
Kota Bima;2014;17297051386;5950852306;410483310000;33992090000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bima;2015;15315441350;2937237146;435279239000;98875020000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bima;2016;19298115252;49458443292;464125442000;127524798613;45138114000;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bima;2017;20719018392;38758857913;455972250000;142505826984;50660241590;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bima;2018;13876740072;18806308370;455972250000;92882175140;59156433245;27750000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bima;2019;11215441063;20174976668;483668278000;69648980582;56940029280;13537330000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bima;2020;14348145648;13165775606;439644557000;63487181845;58794682000;19485769000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bima;2021;17984280801;21448310357;432159814000;68320563668;59450893000;30025143000;56391783311;49695176932;28493560850;11515050750;7622542950;5890076895;16830000;7622542950;24954461669;24925627425;33419118585;640000000;15789888004;10765229654;4207127841;0;2708326497;8184732587;11346643790;1255000000;56385825754;46997242334;23768916317;150000000;3386987263;2318266128;2068730000;0;178793125998;46633641358;34860872982;5193750000;11404226392;4804968820;197190200;1383000000
Kota Bima;2022;19584009795;56048250221;432159814000;89773006178;70657241245;39108685000;93416412206;80139489579;10177469046;10104274000;10673267363;6242297370;248364882;10673267363;;22396999792;61496867255;620000000;9452276062;13967171333;4860048494;0;9440516708;8590398064;5304577500;1215000000;56373359255;47284317034;39784036079;145000000;3330035072;2886032021;2941353900;0;140701800988;24947482740;28877416852;4915195139;5754911090;3350558075;119650280;6769750000
Kota Bima;2023;28635929000;56467722000;391457287000;42423553167;85699394970;21172210000;99391720142;95328177460;10582638875;20829247105;10422772618;8543685725;758265330;10422772618;33020451275;32909593813;60556243702;700000000;9319399263;19795459404;8848501939;0;9922478820;15168216319;16749606411;1500000000;59599663339;56768725955;16230273486;200000000;3637777287;3195841502;12456899000;200000000;140756281947;27757292076;20940948681;15510696000;6001177235;8384520415;356142802;3420800000
Kota Bima;2024;24994944000;14706451000;419790761000;51257106179;80886128462;2793929000;113257664915;96941209723;5305290700;32692308950;11599211798;8116406475;131763000;11599211798;37416914381;40088506179;43059903053;580000000;10604547907;19296360648;4024895368;0;11429204420;6850218220;8452756803;1200000000;78366728314;61387957400;28491457123;0;5140000;2812122395;0;0;178645812358;38576668005;27374149650;11330875000;6739320969;5598690672;593852812;2205000000
Kota Kupang;2014;22702523696;505907133;598804801000;61439470000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Kupang;2015;17214085600;743209750;623321955000;59292310000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Kupang;2016;33264776674;505814149;661156826000;147604078703;83596333000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Kupang;2017;31874742490;909010204;649542427000;78291382678;64347277563;42496597000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Kupang;2018;25320729080;764051008;649542427000;136968841162;89838689388;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Kupang;2019;16798299265;747430243;675595958000;100078048522;86359970680;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Kupang;2020;28322114125;892447440;621573538000;72117201011;89071255000;11924596000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Kupang;2021;35129533495;1916077481;609915054000;85898003875;93257910000;6936271000;137683359069;117025279671;2898165633;59088309073;15749076207;10837108498;1084869360;15749076207;31394611722;15238785987;3237332166;0;18820828756;47648854835;64938605140;0;2498556897;6488777458;1382550530;2780000000;78758977639;67366575478;49255962132;2371323533;3025315825;1069759344;18501780;0;254050549130;41811760289;23452825063;7176100000;9148962476;6629716184;149812000;15548000000
Kota Kupang;2022;32566376619;2351340173;609915054000;53820248268;135828419837;2604965000;129464225619;125631603951;8834898450;6406019325;15064124203;9912659231;288210325;15064124203;;52652129625;71716541948;0;13145053958;18051484423;3388481984;0;9068697573;11612916257;8013161988;12400000000;87833480458;71500143176;17754065164;1399064414;3198054499;1897752853;71732375;0;227935660689;62243058700;18200131365;1500000000;6733771577;3189287832;63123900;6407800000
Kota Kupang;2023;24327142000;1380727000;524595044000;22979066414;152755688383;0;144069241161;128813266642;13456904435;24442405650;13129652056;10356733270;199554739;13129652056;33706867924;47286858975;54339620591;0;11987778041;16572678023;8708563246;0;8126830492;6596147356;19459979919;38165450;94552170427;97361668000;18807784521;1346818999;2583873117;2237327609;384956440;0;213467814724;81666600470;27195817326;8360047800;5772160728;4236775324;76329441;1449823400
Kota Kupang;2024;21829594000;1224378000;603062197000;39000602323;150741754760;7645677000;132085075530;134591371267;23948654447;8581209350;14000581076;11445300119;3237905228;14000581076;36712804143;44987211682;74248596956;705000000;12751834688;14725321603;3486073620;0;8988991150;8866487307;15349488140;461557500;86759170442;114022882020;21795820504;500000000;2956803920;1267432392;35695590;0;281669055875;55821520846;43612243278;32515985986;5754446319;4052440708;90856000;400000000
Kota Ambon;2014;35836787054;1547448956;601627489000;45444830000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ambon;2015;21688642600;1940605231;620624670000;91792790000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ambon;2016;32186231115;1174151741;686184418000;87251842000;104420901075;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ambon;2017;32125821191;2009542055;674130364000;63043558795;82591550799;42408511000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ambon;2018;23349590150;1564039823;674130364000;57374489550;112927940759;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ambon;2019;17249679877;2127397793;698473685000;55496662854;112803261217;10860813000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ambon;2020;26578437822;3767717113;632334033000;58779458581;127391300000;35326206000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ambon;2021;30936949660;4050260854;621203847000;82083584064;95075087670;26922782000;76107316669;165693220507;7429192012;146126605943;12933319890;18801384638;-953581031;12933319890;25668111732;19270325038;72848411234;0;10045609990;26566880072;3018888401;0;4073844768;4632926862;1817666534;0;42614958725;55570436117;26410021206;0;2296721879;2095989485;0;0;276935247580;78686195535;46115765988;1294377966;8436470641;4217174147;186744914;45347000
Kota Ambon;2022;27608973346;6513961055;621203847000;63130199242;138741922704;11661999000;66449714838;101905228426;4463529682;82349956834;9456398070;12727000758;0;9456398070;;16173394838;8600262175;0;3963049921;18280181702;97125000;0;7838535964;2912823771;409876200;544700000;37130475798;25187110601;933490358;0;1865350607;1056701385;0;0;214166707982;26998361073;7852414500;300000000;4630746313;948864316;0;85647500
Kota Ambon;2023;21199717000;3793255000;502532200000;24819609212;151977239872;11840063000;103960866771;166009820843;14073996334;137344502150;12395587534;22017808631;2540578300;12395587534;32115068949;39513522324;59222413228;2030000000;4982511911;31942110085;1365305009;0;10785531901;5088210299;28209218637;771501603;59125003251;62603335456;35872506363;0;2694874003;2083487958;0;1733096002;253610401243;68435037169;17284407647;3838166000;5882455201;2926725482;99013000;342295000
Kota Ambon;2024;18056807000;2308881000;588276254000;24883037861;153355994853;0;89532349599;154104846571;4194845978;157676639050;13125185118;17256964222;814821700;13125185118;31611968782;34734532984;59223744105;0;4762549542;30579103349;236609309;0;10384177579;5488684058;14500298928;53899050;69238825731;72751911067;15597025747;0;2686307483;1409392611;0;0;292503593093;68314824819;32818925775;21188797900;5743059156;2700709532;49988550;174895000
Kota Tual;2014;8824146663;1547448956;311236553000;37646940000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tual;2015;8228108950;1940605231;330426984000;99274760000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tual;2016;10024460373;1174151741;383259624000;148326560138;13416157000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tual;2017;8576162438;2009542055;380411975000;109343514730;15390787410;44296127000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tual;2018;6044287481;1567619933;394706960000;96153270525;25672895670;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tual;2019;5999861223;2127397793;407244824000;58078120989;27529412880;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tual;2020;5689100234;3764638970;369245632000;56409255596;25206572000;7154659000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tual;2021;9679621777;4050260854;363635673000;209591196774;27434156000;18485495000;39239616078;61189049192;14155393720;87635373770;4616333776;9533803542;17493307189;4616333776;12878815597;21551665759;103703818214;275000000;4570120188;15644851281;6508050000;0;1321820412;7240735532;21159314731;12519500000;25966472334;25151261399;94980704514;201931190;1801733944;927000600;144660300;110000000;51835577590;27335070645;42551807366;2047200000;6352748690;4109305842;73540771;896710000
Kota Tual;2022;8629725631;6513961055;363800033000;110902574040;40903356280;36230030000;40878727927;75554935475;20964869940;81046267113;3620728303;8327181843;249339200;3620728303;;34556628433;58949407813;775000000;1472354961;13302860974;7791747530;0;4194203529;8703022266;19132785482;25267270000;25732993443;33421224078;25610097314;513095957;1597700129;1009256000;282773000;0;50688276166;31557856427;23536342714;2385550000;3665861270;2830513378;42430000;1489850000
Kota Tual;2023;2754591000;5492301000;262805781000;29210081550;46700037490;0;38239139415;75321178472;13140597612;59124370986;3967550378;7641188757;42450000;3967550378;13752587742;25909608646;45366892255;755000000;1406410298;13540961784;99900000;0;4012356463;8956857697;2807995600;7332851000;28506520718;37536894852;17588326365;230614377;1594925536;215900300;0;124200000;51865359936;29491689319;10226935789;2902569800;3470839291;4255072771;30303600;0
Kota Tual;2024;2481706000;3690103000;296403124000;40150459885;45261613439;12229352000;46158840015;85290783139;5483196489;100204173553;4615924043;10401053019;1878250000;4615924043;14575272791;24614512112;52843005735;0;1324700023;16402771010;0;0;4395025172;4751783307;1538607000;0;44262173032;41604861895;20821722884;340695241;1751591467;732708220;21500000;1559260000;66509571052;33317549392;16369094175;2277861700;3369128471;2286997762;37200000;0
Kota Jayapura;2014;41571029184;19630628808;624312379000;52060640000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jayapura;2015;22890719200;21919695611;641368319000;77378210000;0;21684816000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jayapura;2016;34875435743;35795360640;643364188000;97192531508;71804893230;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jayapura;2017;47808649274;11122748020;680315199000;66457675481;27332812280;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jayapura;2018;32843963442;44533308965;634300774000;76280320949;48334389664;8500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jayapura;2019;28837335016;28456589733;660189706000;87834150998;57729097120;34203487000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jayapura;2020;38283836475;35285133064;592096675000;101062675351;61613007998;23941890000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jayapura;2021;50325294925;28199928608;580485618000;137767459407;64491323000;8681775000;131376342802;164509660158;16261746600;150957161063;15263862284;18590774392;67698943162;15263862284;23753430793;31783563014;53119383839;950000000;25959724783;51814861500;12720459400;0;0;22784272300;7671553996;0;51507857210;64414780704;35646194959;0;3506534165;3538150594;19896428891;0;217541863939;50308024154;35398609624;13299500000;18209208666;7638317041;336351000;7032347701
Kota Jayapura;2022;60153932308;104774309497;580485618000;86540341988;103213047887;13517202000;147308256517;214197561340;28087979083;136217616380;9672422608;12087853450;6799394080;9672422608;;57356103766;74030110956;700000000;16540200648;52770118221;10451607250;0;9764091644;19387020389;3305982714;0;51177564825;63241195757;24619798285;133630063;3926719930;6291768200;1758675000;0;210601717387;69603786757;50795868245;34843196478;6557457157;3733207788;147400000;12542750000
Kota Jayapura;2023;83520444000;41003357000;531784879000;48296020730;172644571996;0;149330251350;232940688088;20009075154;173173921381;9363412678;13795552200;2048292547;9363412678;31380654759;54160489991;46076538837;700000000;15835147407;56631610264;1570157500;0;9873453363;21545789483;4529641000;0;51569868822;93127958744;22587570589;200000000;3941194649;6583208929;241258000;0;333069054725;138867084661;37337211241;48869732001;6630356598;3629974550;366641000;9239050000
Kota Jayapura;2024;36026191000;3412525000;625112082000;104488576030;185981873522;0;155223962925;218779611102;9694029860;232981836467;10411495098;14782218473;2983480398;10411495098;33216726230;44428841716;80823916085;1282500000;16279831963;57403816614;2472407560;0;10583774283;23585786336;4800046200;0;53780576581;97908848959;36354427012;200000000;4281591269;6357729058;0;0;341462384438;137571243548;48489934921;55106513813;6811276797;3021477100;128335000;4634897122
Kota Ternate;2014;23717379575;15353542424;536443879000;59724230000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ternate;2015;19215694300;11939271793;547124097000;55368190000;0;18424092000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ternate;2016;22514753455;4902567657;621354106000;86386453500;55773894600;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ternate;2017;23400398837;3270455768;610438912000;108015384000;58617585350;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ternate;2018;16884154782;12580528509;610569215000;60559332910;60082015357;16750000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ternate;2019;12952612212;11198416082;654295449000;67371613403;55757015210;44225740000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ternate;2020;17286412409;25523894625;599701700000;48824434198;62362834000;64961612000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Ternate;2021;31388488986;41338316856;588615360000;62963273062;64325661000;43125447000;123874314227;91613079403;13850231605;22259814400;13904173486;11997628545;2037588020;13904173486;35926314861;40163295314;82698954302;275000000;14925254739;5944236588;9967939941;0;4036170645;11689117083;2982275144;0;49771079370;73678168529;22516913616;740000000;4283140039;7580199493;1913330676;0;184092219340;45323487214;31671295509;8162390000;13568274039;7692949788;1093638634;1325000000
Kota Ternate;2022;32290207947;83873063060;588615360000;68471979552;90847678424;11789245000;119874020559;132797782202;13597297452;25169185940;10350252707;9603605423;957704008;10350252707;;38470815299;95528302466;525000000;6490174067;24252666799;11055974350;0;11661333870;8020877993;13149056404;0;51157676390;39269872239;10397267020;735000000;4071019078;4866791446;4365499099;0;193521937137;25556585365;22124105491;7922500000;7897159336;6270995327;271309250;2321798000
Kota Ternate;2023;16980184000;99537822500;505079650000;58104997938;98719078918;30386501000;134283308363;162456530816;17094633108;7695713378;11017817676;11215515936;4344723196;11017817676;45443582785;49523047531;64511907404;300000000;6505608024;29097514092;12516102952;0;13254306664;26148693068;24428271517;0;63940254805;38922593043;10270418165;800000000;4554423956;5481887226;2384506684;0;163832504716;56839522868;11067032927;400000000;8330221041;5304722493;3942496809;1325000000
Kota Ternate;2024;18674344000;44846973000;535771440000;32621059671;106575645540;8580921000;499762925632;384439557668;138390899458;55336014200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kota Tidore Kepulauan;2014;15116678263;17245147243;497417022000;49139160000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tidore Kepulauan;2015;13149041950;13015867043;514588698000;58915240000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tidore Kepulauan;2016;10934343700;5336456867;554976092000;85262719070;28669926000;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tidore Kepulauan;2017;12043191632;3821954103;545226947000;70981598000;33265397700;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tidore Kepulauan;2018;8845603352;13309661287;545226947000;112350560747;44725282857;27000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tidore Kepulauan;2019;8025202275;11487550598;571111540000;122544488944;44924159200;21871817000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tidore Kepulauan;2020;8643686934;25874504260;513697062000;112546603577;51266808453;37417198000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Tidore Kepulauan;2021;14074263634;68142694227;504088132000;120927573914;47802325100;15645310000;112054234447;63435409681;10315180651;107273693512;8094617287;3675361197;330694220;8094617287;28058266477;18261572935;36885546189;0;4280195921;1761782464;863352871;0;6381533875;7051762981;77387818359;0;51622326980;69991376147;33725759444;300000000;0;0;0;0;155515993819;25282889982;39697049268;29562636811;7862248412;5856332297;202325607;311200000
Kota Tidore Kepulauan;2022;15448562225;83285222516;504088132000;146748935363;60026586325;48608169000;94062377302;90065652733;7093014416;64429705502;6406201329;6134695545;1800525600;6406201329;;51161844111;140554182734;38994823850;3076124205;7263277904;7282455402;0;5909374998;3937802527;9256760010;0;60594403065;82899781926;19690484380;100000000;0;4156047725;0;70000000;138524756864;32423289018;37006257758;1865000000;1910530917;7174877940;184197584;303500000
Kota Tidore Kepulauan;2023;11350837000;232607150750;404094793000;139891385564;71022598654;37471803000;96862734476;104187263777;5000167298;117027305281;6225113123;8261462432;147949200;6225113123;29997035176;95230349779;163146655111;50000000;3073077310;9376361036;3024627439;0;5797081977;7683978584;12962987600;0;70959573036;82601236167;15807055767;200000000;0;2574156099;2511711670;0;139690336627;42833621535;36325532986;7025117539;1959803139;9922409806;45656500;382000000
Kota Tidore Kepulauan;2024;12894472000;188857195900;438835266000;87094031666;71609328840;18318326000;102714024216;122308981362;8029082751;148042438198;6967075093;11776592006;271471300;6967075093;32726172699;87364855536;94341858207;0;3339998092;8979799274;3611146652;0;6070513380;7214070510;9454066400;0;80623875796;94020030749;19291376081;0;0;2277394758;6051098950;200000000;158915110355;48488182880;44854370398;7729201400;2155347352;3993820969;82110800;202500000
Kota Cilegon;2014;72123794007;1382438926;490917599000;144306000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Cilegon;2015;57013807300;2113818459;514376024000;5065440000;0;3000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
